Ticker;Name;Fitch Long Term Issuer Default Rating;Cntry Terrtry;GICS Sector
MMM US Equity;3M CO;A-;US;Industrials
MSI US Equity;MOTOROLA SOLUTIONS INC;BBB;US;Information Technology
MUR US Equity;MURPHY OIL CORP;BB+;US;Energy
BAC US Equity;BANK OF AMERICA CORP;AA-;US;Financials
NAB AU Equity;NATIONAL AUSTRALIA BANK LTD;AA-;AU;Financials
NFG US Equity;NATIONAL FUEL GAS CO;BBB;US;Utilities
NHI US Equity;NATL HEALTH INVESTORS INC;BBB-;US;Real Estate
THC US Equity;TENET HEALTHCARE CORP;BB-;US;Health Care
NEM US Equity;NEWMONT CORP;A-;US;Materials
NI US Equity;NISOURCE INC;BBB;US;Utilities
ES US Equity;EVERSOURCE ENERGY;BBB;US;Utilities
NOC US Equity;NORTHROP GRUMMAN CORP;BBB+;US;Industrials
WFC US Equity;WELLS FARGO & CO;A+;US;Financials
NUE US Equity;NUCOR CORP;A-;US;Materials
OXY US Equity;OCCIDENTAL PETROLEUM CORP;BBB;US;Energy
OGE US Equity;OGE ENERGY CORP;BBB+;US;Utilities
OLN US Equity;OLIN CORP;BB+;US;Materials
OKE US Equity;ONEOK INC;BBB;US;Energy
ACH US Equity;ACCENDRA HEALTH INC;B+;US;Health Care
PCG US Equity;P G & E CORP;BBB-;US;Utilities
PH US Equity;PARKER HANNIFIN CORP;A-;US;Industrials
MO US Equity;ALTRIA GROUP INC;BBB+;US;Consumer Staples
PHIA NA Equity;KONINKLIJKE PHILIPS NV;BBB+;NE;Health Care
COP US Equity;CONOCOPHILLIPS;A;US;Energy
PHM US Equity;PULTEGROUP INC;A-;US;Consumer Discretionary
PPC US Equity;PILGRIM'S PRIDE CORP;BBB-;US;Consumer Staples
PNW US Equity;PINNACLE WEST CAPITAL;BBB;US;Utilities
BCO US Equity;BRINK'S CO/THE;BB+;US;Industrials
PNC US Equity;PNC FINANCIAL SERVICES GROUP;A+;US;Financials
PPG US Equity;PPG INDUSTRIES INC;BBB+;US;Materials
C US Equity;CITIGROUP INC;A;US;Financials
PGR US Equity;PROGRESSIVE CORP;A+;US;Financials
RJF US Equity;RAYMOND JAMES FINANCIAL INC;A-;US;Financials
REP SM Equity;REPSOL SA;BBB+;SP;Energy
ROL US Equity;ROLLINS INC;BBB+;US;Industrials
RIO LN Equity;RIO TINTO PLC;A;GB;Materials
R US Equity;RYDER SYSTEM INC;BBB+;US;Industrials
EIX US Equity;EDISON INTERNATIONAL;BBB;US;Utilities
SCHW US Equity;SCHWAB (CHARLES) CORP;A;US;Financials
SSP US Equity;EW SCRIPPS CO/THE-A;CCC;US;Communication Services
SHW US Equity;SHERWIN-WILLIAMS CO/THE;BBB+;US;Materials
SNA US Equity;SNAP-ON INC;A;US;Industrials
SO US Equity;SOUTHERN CO/THE;BBB+;US;Utilities
TFC US Equity;TRUIST FINANCIAL CORP;A;US;Financials
LUV US Equity;SOUTHWEST AIRLINES CO;BBB+;US;Industrials
T US Equity;AT&T INC;BBB+;US;Communication Services
TRV US Equity;TRAVELERS COS INC/THE;A+;US;Financials
SWK US Equity;STANLEY BLACK & DECKER INC;BBB+;US;Industrials
SF US Equity;STIFEL FINANCIAL CORP;BBB+;US;Financials
SYY US Equity;SYSCO CORP;BBB;US;Consumer Staples
TEF SM Equity;TELEFONICA SA;BBB;SP;Communication Services
TMO US Equity;THERMO FISHER SCIENTIFIC INC;A-;US;Health Care
TOL US Equity;TOLL BROTHERS INC;BBB+;US;Consumer Discretionary
GL US Equity;GLOBE LIFE INC;A;US;Financials
TRP CN Equity;TC ENERGY CORP;BBB+;CA;Energy
TRN US Equity;TRINITY INDUSTRIES INC;BB;US;Industrials
UNP US Equity;UNION PACIFIC CORP;A-;US;Industrials
UNH US Equity;UNITEDHEALTH GROUP INC;A;US;Health Care
UHS US Equity;UNIVERSAL HEALTH SERVICES-B;BB+;US;Health Care
UVV US Equity;UNIVERSAL CORP/VA;BBB-;US;Consumer Staples
UNM US Equity;UNUM GROUP;BBB+;US;Financials
VOD LN Equity;VODAFONE GROUP PLC;BBB;GB;Communication Services
VNO US Equity;VORNADO REALTY TRUST;BB+;US;Real Estate
VMC US Equity;VULCAN MATERIALS CO;BBB+;US;Materials
WMT US Equity;WALMART INC;AA;US;Consumer Staples
WDC US Equity;WESTERN DIGITAL CORP;BB+;US;Information Technology
WBC AU Equity;WESTPAC BANKING CORP;AA-;AU;Financials
WHR US Equity;WHIRLPOOL CORP;BB+;US;Consumer Discretionary
WMB US Equity;WILLIAMS COS INC;BBB;US;Energy
WEC US Equity;WEC ENERGY GROUP INC;BBB+;US;Utilities
SPB US Equity;SPECTRUM BRANDS HOLDINGS INC;BB;US;Consumer Staples
AES US Equity;AES CORP;BBB-;US;Utilities
AMGN US Equity;AMGEN INC;BBB+;US;Health Care
CMCSA US Equity;COMCAST CORP-CLASS A;A-;US;Communication Services
INTC US Equity;INTEL CORP;BBB;US;Information Technology
KLAC US Equity;KLA CORP;A;US;Information Technology
ORCL US Equity;ORACLE CORP;BBB;US;Information Technology
PRGO US Equity;PERRIGO CO PLC;BB;IR;Health Care
COST US Equity;COSTCO WHOLESALE CORP;AA;US;Consumer Staples
SON US Equity;SONOCO PRODUCTS CO;BBB;US;Materials
TSN US Equity;TYSON FOODS INC-CL A;BBB;US;Consumer Staples
WOR US Equity;WORTHINGTON ENTERPRISES INC;BBB-;US;Industrials
SWKS US Equity;SKYWORKS SOLUTIONS INC;BBB+;US;Information Technology
SAFE US Equity;SAFEHOLD INC;A-;US;Real Estate
AZZ US Equity;AZZ INC;BB;US;Industrials
WRB US Equity;WR BERKLEY CORP;A;US;Financials
BOKF US Equity;BOK FINANCIAL CORPORATION;A;US;Financials
BPOP US Equity;POPULAR INC;BBB-;PR;Financials
BLX US Equity;BANCO LATINOAMERICANO COME-E;BBB;PN;Financials
MTZ US Equity;MASTEC INC;BBB-;US;Industrials
CATY US Equity;CATHAY GENERAL BANCORP;BB+;US;Financials
CBU US Equity;COMMUNITY FINANCIAL SYSTEM I;A-;US;Financials
CAH US Equity;CARDINAL HEALTH INC;BBB;US;Health Care
CENT US Equity;CENTRAL GARDEN & PET CO;BB;US;Consumer Staples
CPK US Equity;CHESAPEAKE UTILITIES CORP;BBB+;US;Utilities
CINF US Equity;CINCINNATI FINANCIAL CORP;A+;US;Financials
COLB US Equity;COLUMBIA BANKING SYSTEM INC;BBB+;US;Financials
CPF US Equity;CENTRAL PACIFIC FINANCIAL CO;BBB-;US;Financials
CSWC US Equity;CAPITAL SOUTHWEST CORP;BBB-;US;Financials
CVBF US Equity;CVB FINANCIAL CORP;BBB+;US;Financials
DHI US Equity;DR HORTON INC;A-;US;Consumer Discretionary
FLS US Equity;FLOWSERVE CORP;BBB-;US;Industrials
EA US Equity;ELECTRONIC ARTS INC;A-;US;Communication Services
MTB US Equity;M & T BANK CORP;A;US;Financials
FBP US Equity;FIRST BANCORP PUERTO RICO;BB+;PR;Financials
FITB US Equity;FIFTH THIRD BANCORP;A-;US;Financials
FHN US Equity;FIRST HORIZON CORP;BBB+;US;Financials
FUL US Equity;H.B. FULLER CO.;BB;US;Materials
HBAN US Equity;HUNTINGTON BANCSHARES INC;A-;US;Financials
HEI US Equity;HEICO CORP;BBB+;US;Industrials
ICUI US Equity;ICU MEDICAL INC;BB;US;Health Care
COHR US Equity;COHERENT CORP;BB;US;Information Technology
INDB US Equity;INDEPENDENT BANK CORP/MA;BBB;US;Financials
MERC US Equity;MERCER INTERNATIONAL INC;B-;CA;Materials
MHK US Equity;MOHAWK INDUSTRIES INC;BBB+;US;Consumer Discretionary
MCY US Equity;MERCURY GENERAL CORP;BBB;US;Financials
NBR US Equity;NABORS INDUSTRIES LTD;B;US;Energy
NTRS US Equity;NORTHERN TRUST CORP;AA-;US;Financials
NVR US Equity;NVR INC;A-;US;Consumer Discretionary
OSK US Equity;OSHKOSH CORP;BBB;US;Industrials
OTTR US Equity;OTTER TAIL CORP;BBB;US;Utilities
PATK US Equity;PATRICK INDUSTRIES INC;BB;US;Consumer Discretionary
PKOH US Equity;PARK-OHIO HOLDINGS CORP;B+;US;Industrials
BRO US Equity;BROWN & BROWN INC;BBB;US;Financials
RRX US Equity;REGAL REXNORD CORP;BBB-;US;Industrials
CDP US Equity;COPT DEFENSE PROPERTIES;BBB-;US;Real Estate
RPM US Equity;RPM INTERNATIONAL INC;BBB;US;Materials
AN US Equity;AUTONATION INC;BBB-;US;Consumer Discretionary
SIGI US Equity;SELECTIVE INSURANCE GROUP;A-;US;Financials
STC US Equity;STEWART INFORMATION SERVICES;BBB;US;Financials
PII US Equity;POLARIS INC;BBB-;US;Consumer Discretionary
KEY US Equity;KEYCORP;A-;US;Financials
STT US Equity;STATE STREET CORP;AA-;US;Financials
USB US Equity;US BANCORP;A+;US;Financials
GEN US Equity;GEN DIGITAL INC;BB+;US;Information Technology
TDS US Equity;TELEPHONE AND DATA SYSTEMS;BB+;US;Communication Services
TEVA IT Equity;TEVA PHARMACEUTICAL IND LTD;BB+;IS;Health Care
TRMK US Equity;TRUSTMARK CORP;BBB;US;Financials
UMBF US Equity;UMB FINANCIAL CORP;A-;US;Financials
KMPR US Equity;KEMPER CORP;BBB;US;Financials
WM US Equity;WASTE MANAGEMENT INC;A-;US;Industrials
AD US Equity;ARRAY DIGITAL INFRASTRUCTURE;BB+;US;Communication Services
ZION US Equity;ZIONS BANCORP NA;BBB+;US;Financials
AEM CN Equity;AGNICO EAGLE MINES LTD;BBB+;CA;Materials
ACO/X CN Equity;ATCO LTD -CLASS I;BBB+;CA;Utilities
BMO CN Equity;BANK OF MONTREAL;AA-;CA;Financials
BNS CN Equity;BANK OF NOVA SCOTIA;AA-;CA;Financials
SKT US Equity;TANGER INC;BBB;US;Real Estate
CM CN Equity;CAN IMPERIAL BK OF COMMERCE;AA-;CA;Financials
CNQ CN Equity;CANADIAN NATURAL RESOURCES;BBB+;CA;Energy
CU CN Equity;CANADIAN UTILITIES LTD-A;A-;CA;Utilities
FFH CN Equity;FAIRFAX FINANCIAL HLDGS LTD;A-;CA;Financials
FTS CN Equity;FORTIS INC;BBB+;CA;Utilities
GWO CN Equity;GREAT-WEST LIFECO INC;A+;CA;Financials
ENB CN Equity;ENBRIDGE INC;BBB+;CA;Energy
ARIS CN Equity;ARIS MINING CORP;B+;CA;Materials
MX CN Equity;METHANEX CORP;BB+;CA;Materials
NA CN Equity;NATIONAL BANK OF CANADA;A+;CA;Financials
PD CN Equity;PRECISION DRILLING CORP;BB-;CA;Energy
RY CN Equity;ROYAL BANK OF CANADA;AA-;CA;Financials
SU CN Equity;SUNCOR ENERGY INC;BBB+;CA;Energy
TKO CN Equity;TASEKO MINES LTD;B-;CA;Materials
TRI CN Equity;THOMSON REUTERS CORP;A-;CA;Industrials
TD CN Equity;TORONTO-DOMINION BANK;AA-;CA;Financials
FM CN Equity;FIRST QUANTUM MINERALS LTD;B;CA;Materials
ANTO LN Equity;ANTOFAGASTA PLC;BBB+;CL;Materials
BKG LN Equity;BERKELEY GROUP HOLDINGS/THE;BBB-;GB;Consumer Discretionary
BA/ LN Equity;BAE SYSTEMS PLC;A-;GB;Industrials
BLND LN Equity;BRITISH LAND CO PLC;A-;GB;Real Estate
CBG LN Equity;CLOSE BROTHERS GROUP PLC;BBB;GB;Financials
DLN LN Equity;DERWENT LONDON PLC;BBB+;GB;Real Estate
GRI LN Equity;GRAINGER PLC;BBB-;GB;Real Estate
HMSO LN Equity;HAMMERSON PLC;BBB+;GB;Real Estate
HAR SJ Equity;HARMONY GOLD MINING CO LTD;BB;SA;Materials
HSBA LN Equity;HSBC HOLDINGS PLC;A+;GB;Financials
IVZ US Equity;INVESCO LTD;A;US;Financials
KGF LN Equity;KINGFISHER PLC;BBB;GB;Consumer Discretionary
LGEN LN Equity;LEGAL & GENERAL GROUP PLC;A+;GB;Financials
PAG LN Equity;PARAGON BANKING GROUP PLC;BBB+;GB;Financials
PSON LN Equity;PEARSON PLC;BBB;GB;Consumer Discretionary
HBR LN Equity;HARBOUR ENERGY PLC;BBB-;GB;Energy
VANQ LN Equity;VANQUIS BANKING GROUP PLC;BB-;GB;Financials
PRU LN Equity;PRUDENTIAL PLC;A+;HK;Financials
SIG US Equity;SIGNET JEWELERS LTD;BBB-;US;Consumer Discretionary
REL LN Equity;RELX PLC;A-;GB;Industrials
RTO LN Equity;RENTOKIL INITIAL PLC;BBB;GB;Industrials
RR/ LN Equity;ROLLS-ROYCE HOLDINGS PLC;BBB+;GB;Industrials
NWG LN Equity;NATWEST GROUP PLC;A+;GB;Financials
SAP SJ Equity;SAPPI LIMITED;BB;SA;Materials
SDR LN Equity;SCHRODERS PLC;A+;GB;Financials
SVT LN Equity;SEVERN TRENT PLC;BBB;GB;Utilities
SGRO LN Equity;SEGRO PLC;BBB+;GB;Real Estate
SN/ LN Equity;SMITH & NEPHEW PLC;BBB+;GB;Health Care
STJ LN Equity;ST JAMES'S PLACE PLC;A;GB;Financials
STAN LN Equity;STANDARD CHARTERED PLC;A;GB;Financials
TSCO LN Equity;TESCO PLC;BBB;GB;Consumer Staples
TPK LN Equity;TRAVIS PERKINS PLC;BB+;GB;Industrials
LLOY LN Equity;LLOYDS BANKING GROUP PLC;A+;GB;Financials
VCP LN Equity;VICTORIA PLC;CCC;GB;Consumer Discretionary
WTB LN Equity;WHITBREAD PLC;BBB;GB;Consumer Discretionary
WPP LN Equity;WPP PLC;BBB;GB;Communication Services
CBA AU Equity;COMMONWEALTH BANK OF AUSTRAL;AA-;AU;Financials
RIO AU Equity;RIO TINTO LTD;A;AU;Materials
NUF AU Equity;NUFARM LTD;BB-;AU;Materials
DOW AU Equity;DOWNER EDI LTD;BBB;AU;Industrials
LLC AU Equity;LENDLEASE GROUP;BBB-;AU;Real Estate
QBE AU Equity;QBE INSURANCE GROUP LTD;A;AU;Financials
STO AU Equity;SANTOS LTD;BBB;AU;Energy
8601 JP Equity;DAIWA SECURITIES GROUP INC;A-;JN;Financials
8593 JP Equity;MITSUBISHI HC CAPITAL INC;A-;JN;Financials
8801 JP Equity;MITSUI FUDOSAN CO LTD;A;JN;Real Estate
7201 JP Equity;NISSAN MOTOR CO LTD;BB;JN;Consumer Discretionary
8604 JP Equity;NOMURA HOLDINGS INC;A-;JN;Financials
8591 JP Equity;ORIX CORP;A-;JN;Financials
7203 JP Equity;TOYOTA MOTOR CORP;A+;JN;Consumer Discretionary
OHI US Equity;OMEGA HEALTHCARE INVESTORS;BBB-;US;Real Estate
AC FP Equity;ACCOR SA;BBB-;FR;Consumer Discretionary
CS FP Equity;AXA SA;AA-;FR;Financials
ATO FP Equity;ATOS SE;B-;FR;Information Technology
BNP FP Equity;BNP PARIBAS;A+;FR;Financials
VIRI FP Equity;VIRIDIEN;B;FR;Energy
FRVIA FP Equity;FORVIA;BB+;FR;Consumer Discretionary
CO FP Equity;CASINO GUICHARD PERRACHON;CCC-;FR;Consumer Staples
LI FP Equity;KLEPIERRE;A-;FR;Real Estate
ML FP Equity;MICHELIN (CGDE);A;FR;Consumer Discretionary
GLE FP Equity;SOCIETE GENERALE SA;A-;FR;Financials
SW FP Equity;SODEXO SA;BBB+;FR;Consumer Discretionary
VK FP Equity;VALLOUREC SA;BBB-;FR;Energy
RDN US Equity;RADIAN GROUP INC;BBB+;US;Financials
ATCOA SS Equity;ATLAS COPCO AB-A SHS;A+;SW;Industrials
UCG IM Equity;UNICREDIT SPA;A-;IT;Financials
MB IM Equity;MEDIOBANCA SPA;BBB-;IT;Financials
RWE GR Equity;RWE AG;BBB+;GE;Utilities
BAYN GR Equity;BAYER AG-REG;BBB;GE;Health Care
CON GR Equity;CONTINENTAL AG;BBB;GE;Consumer Discretionary
DBK GR Equity;DEUTSCHE BANK AG-REGISTERED;A-;GE;Financials
BAS GR Equity;BASF SE;A;GE;Materials
G IM Equity;GENERALI;A+;IT;Financials
ERICB SS Equity;ERICSSON LM-B SHS;BBB-;SW;Information Technology
DBS SP Equity;DBS GROUP HOLDINGS LTD;AA-;SI;Financials
KBC BB Equity;KBC GROUP NV;A;BE;Financials
IBE SM Equity;IBERDROLA SA;BBB+;SP;Utilities
LHA GR Equity;DEUTSCHE LUFTHANSA-REG;BBB-;GE;Industrials
TIT IM Equity;TELECOM ITALIA SPA;BB;IT;Communication Services
TUI1 GR Equity;TUI AG;BB;GE;Consumer Discretionary
SKFB SS Equity;SKF AB-B SHARES;BBB+;SW;Industrials
VOW GR Equity;VOLKSWAGEN AG;A-;GE;Consumer Discretionary
EOAN GR Equity;E.ON SE;BBB+;GE;Utilities
ROG SW Equity;ROCHE HOLDING AG-GENUSSCHEIN;AA;SZ;Health Care
NOKIA FH Equity;NOKIA OYJ;BBB-;FI;Information Technology
14 HK Equity;HYSAN DEVELOPMENT CO;BBB;HK;Real Estate
OCBC SP Equity;OVERSEA-CHINESE BANKING CORP;AA-;SI;Financials
OMV AV Equity;OMV AG;A-;AS;Energy
INGA NA Equity;ING GROEP NV;A+;NE;Financials
19 HK Equity;SWIRE PACIFIC LTD - CL A;A-;HK;Industrials
SM US Equity;SM ENERGY CO;BB+;US;Energy
WHA NA Equity;WERELDHAVE NV;BBB;NE;Real Estate
688 HK Equity;CHINA OVERSEAS LAND & INVEST;A-;HK;Real Estate
123 HK Equity;YUEXIU PROPERTY CO LTD;BBB-;HK;Real Estate
412 HK Equity;SHANDONG HI-SPEED HOLDINGS;A-;HK;Utilities
135 HK Equity;KUNLUN ENERGY CO LTD;A;HK;Utilities
81 HK Equity;CHINA OVERSEAS GRAND OCEANS;BBB;HK;Real Estate
467 HK Equity;UNITED ENERGY GROUP LTD;BB-;HK;Energy
UOB SP Equity;UNITED OVERSEAS BANK LTD;AA-;SI;Financials
MS US Equity;MORGAN STANLEY;A+;US;Financials
ABC BI Equity;ARAB BANKING CORP BSC-$US;BBB-;BJ;Financials
MCHP US Equity;MICROCHIP TECHNOLOGY INC;BBB;US;Information Technology
LIVEPOL1 MM Equity;EL PUERTO DE LIVERPOOL-SER 1;BBB+;MX;Consumer Discretionary
ELD CN Equity;ELDORADO GOLD CORP;B+;CA;Materials
MCG LN Equity;MOBICO GROUP PLC;BB;GB;Industrials
SEBA SS Equity;SKANDINAVISKA ENSKILDA BAN-A;AA-;SW;Financials
SHBA SS Equity;SVENSKA HANDELSBANKEN-A SHS;AA;SW;Financials
CB US Equity;CHUBB LTD;A+;SZ;Financials
AGS BB Equity;AGEAS;A+;BE;Financials
JBL US Equity;JABIL INC;BBB-;US;Information Technology
ATR US Equity;APTARGROUP INC;BBB;US;Materials
ALMB DC Equity;ALM. BRAND A/S;A;DE;Financials
BBL TB Equity;BANGKOK BANK PUBLIC CO LTD;BBB;TH;Financials
BDMN IJ Equity;BANK DANAMON INDONESIA TBK;BBB;ID;Financials
BAY TB Equity;BANK OF AYUDHYA PCL;BBB+;TH;Financials
RCL US Equity;ROYAL CARIBBEAN CRUISES LTD;BBB;US;Consumer Discretionary
CEMEXCPO MM Equity;CEMEX SAB-CPO;BBB-;MX;Materials
WBD IM Equity;WEBUILD SPA;BB+;IT;Industrials
CCU CI Equity;CIA CERVECERIAS UNIDAS SA;BBB+;CL;Consumer Staples
CYDSASAA MM Equity;CYDSA SAB DE CV;BB+;MX;Materials
006800 KS Equity;MIRAE ASSET SECURITIES CO LT;BBB;SK;Financials
DANSKE DC Equity;DANSKE BANK A/S;A+;DE;Financials
SIGMAFA MM Equity;SIGMA FOODS SAB DE CV;BBB;MX;Consumer Staples
BIMBOA MM Equity;GRUPO BIMBO SAB- SERIES A;BBB+;MX;Consumer Staples
GMEXICOB MM Equity;GRUPO MEXICO SAB DE CV-SER B;BBB+;MX;Materials
TLEVICPO MM Equity;GRUPO TELEVISA SAB-SER CPO;BB+;MX;Communication Services
005380 KS Equity;HYUNDAI MOTOR CO;A-;SK;Consumer Discretionary
JPFA IJ Equity;JAPFA COMFEED INDONES-TBK PT;B+;ID;Consumer Staples
KIMBERA MM Equity;KIMBERLY-CLARK DE MEXICO-A;A;MX;Consumer Staples
017670 KS Equity;SK TELECOM;A-;SK;Communication Services
KTB TB Equity;KRUNG THAI BANK PUB CO LTD;BBB+;TH;Financials
MUV2 GR Equity;MUENCHENER RUECKVER AG-REG;AA-;GE;Financials
ETE GA Equity;NATIONAL BANK OF GREECE;BBB-;GR;Financials
PWON IJ Equity;PAKUWON JATI TBK PT;BB+;ID;Real Estate
RELIANCE IN Equity;RELIANCE INDUSTRIES LIMITED;BBB;IN;Energy
2812 TT Equity;TAICHUNG COMMERCIAL BANK;BBB;TA;Financials
1101 TT Equity;TCC GROUP HOLDINGS CO LTD;BBB-;TA;Materials
TECO2 AR Equity;TELECOM ARGENTINA S.A.-B;B-;AR;Communication Services
KBANK TB Equity;KASIKORNBANK PCL;BBB;TH;Financials
TTB TB Equity;TMBTHANACHART BANK PCL;BBB;TH;Financials
UNI IM Equity;UNIPOL ASSICURAZIONI SPA;A-;IT;Financials
2303 TT Equity;UNITED MICROELECTRONICS CORP;BBB+;TA;Information Technology
FRE GR Equity;FRESENIUS SE & CO KGAA;BBB-;GE;Health Care
NBG6 GR Equity;NUERNBERGER BETEILIG-AKT 'B';A-;GE;Financials
BSKP SW Equity;BASLER KANTONALBK - PC;AAA;SZ;Financials
EBS AV Equity;ERSTE GROUP BANK AG;A;AS;Financials
KSP ID Equity;KINGSPAN GROUP PLC;BBB;IR;Industrials
CPT US Equity;CAMDEN PROPERTY TRUST;A-;US;Real Estate
YPFD AR Equity;YPF S.A.-D;CCC+;AR;Energy
BWA US Equity;BORGWARNER INC;BBB+;US;Consumer Discretionary
LATOB SS Equity;INVESTMENT AB LATOUR-B SHS;A;SW;Industrials
SWEDA SS Equity;SWEDBANK AB - A SHARES;AA-;SW;Financials
GENT MK Equity;GENTING BHD;BBB;MA;Consumer Discretionary
GENM MK Equity;GENTING MALAYSIA BHD;BBB;MA;Consumer Discretionary
IT US Equity;GARTNER INC;BBB;US;Information Technology
ENELAM CI Equity;ENEL AMERICAS SA;BBB+;CL;Utilities
ROCK US Equity;GIBRALTAR INDUSTRIES INC;BB;US;Industrials
PTEN US Equity;PATTERSON-UTI ENERGY INC;BBB-;US;Energy
LXP US Equity;LXP INDUSTRIAL TRUST;BBB;US;Real Estate
VIAV US Equity;VIAVI SOLUTIONS INC;BB-;US;Information Technology
GARAN TI Equity;TURKIYE GARANTI BANKASI;BB-;TU;Financials
BBVACOL CB Equity;BBVA COLOMBIA SA;BB+;CO;Financials
FWRD US Equity;FORWARD AIR CORP;B;US;Industrials
K CN Equity;KINROSS GOLD CORP;BBB;CA;Materials
FLG US Equity;FLAGSTAR BANK NA;BB;US;Financials
MAA US Equity;MID-AMERICA APARTMENT COMM;A-;US;Real Estate
RNR US Equity;RENAISSANCERE HOLDINGS LTD;A;BD;Financials
MAP SM Equity;MAPFRE SA;A;SP;Financials
NTGY SM Equity;NATURGY ENERGY GROUP SA;BBB;SP;Utilities
OHLA SM Equity;OBRASCON HUARTE LAIN S.A.;B-;SP;Industrials
BPSO IM Equity;BANCA POPOLARE DI SONDRIO;BBB;IT;Financials
BPE IM Equity;BPER BANCA SPA;BBB;IT;Financials
ISP IM Equity;INTESA SANPAOLO;A-;IT;Financials
CE IM Equity;CREDITO EMILIANO SPA;BBB+;IT;Financials
FNM IM Equity;FNM SPA;BBB+;IT;Industrials
LDO IM Equity;LEONARDO SPA;BBB;IT;Industrials
IF IM Equity;BANCA IFIS SPA;BB+;IT;Financials
MBT PM Equity;METROPOLITAN BANK & TRUST;BBB-;PH;Financials
PTTEP TB Equity;PTT EXPLOR & PROD PUBLIC CO;BBB+;TH;Energy
015760 KS Equity;KOREA ELECTRIC POWER CORP;AA-;SK;Utilities
016360 KS Equity;SAMSUNG SECURITIES CO LTD;BBB+;SK;Financials
TIGO US Equity;MILLICOM INTL CELLULAR S.A.;BB+;LX;Communication Services
ABG SJ Equity;ABSA GROUP LTD;BB-;SA;Financials
BVT SJ Equity;BIDVEST GROUP LTD;BB;SA;Industrials
SBK SJ Equity;STANDARD BANK GROUP LTD;BB-;SA;Financials
GRT SJ Equity;GROWTHPOINT PROPERTIES LTD;BB+;SA;Real Estate
INL SJ Equity;INVESTEC LTD;BB-;SA;Financials
000027 CH Equity;SHENZHEN ENERGY GROUP CO L-A;A-;CH;Utilities
992 HK Equity;LENOVO GROUP LTD;BBB;CH;Information Technology
600803 CH Equity;ENN NATURAL GAS CO LTD-A;BBB;CH;Utilities
165 HK Equity;CHINA EVERBRIGHT LTD;BBB;HK;Financials
ALB US Equity;ALBEMARLE CORP;BBB-;US;Materials
PRN AU Equity;PERENTI LTD;BB+;AU;Materials
ICL IT Equity;ICL GROUP LTD;BBB-;IS;Materials
ATW MC Equity;ATTIJARIWAFA BANK;BB+;MO;Financials
KPN NA Equity;KONINKLIJKE KPN NV;BBB;NE;Communication Services
BBDC4 BZ Equity;BANCO BRADESCO SA-PREF;BB+;BZ;Financials
CMIG4 BZ Equity;CIA ENERGETICA MINAS GER-PRF;BB;BZ;Utilities
AXIA3 BZ Equity;AXIA ENERGIA;BB-;BZ;Utilities
ITUB4 BZ Equity;ITAU UNIBANCO HOLDING S-PREF;BB+;BZ;Financials
PETR4 BZ Equity;PETROBRAS - PETROLEO BRAS-PR;BB;BZ;Energy
VALE3 BZ Equity;VALE SA;BBB+;BZ;Materials
CMPC CI Equity;EMPRESAS CMPC SA;BBB;CL;Materials
COLBUN CI Equity;COLBUN SA;BBB+;CL;Utilities
COPEC CI Equity;EMPRESAS COPEC SA;BBB;CL;Consumer Discretionary
ENTEL CI Equity;EMPRESA NACIONAL DE TELECOM;BBB-;CL;Communication Services
ENELGXCH CI Equity;ENEL GENERACION CHILE SA;BBB+;CL;Utilities
MLM US Equity;MARTIN MARIETTA MATERIALS;BBB;US;Materials
DAR US Equity;DARLING INGREDIENTS INC;BB+;US;Consumer Staples
FLEX US Equity;FLEX LTD;BBB-;US;Information Technology
ADC US Equity;AGREE REALTY CORP;A-;US;Real Estate
PRU US Equity;PRUDENTIAL FINANCIAL INC;A;US;Financials
ENI IM Equity;ENI SPA;A-;IT;Energy
VET CN Equity;VERMILION ENERGY INC;BB-;CA;Energy
DCC LN Equity;DCC PLC;BBB;IR;Energy
KUOB MM Equity;GRUPO KUO SAB DE CV-SER B;BB;MX;Industrials
GEO US Equity;GEO GROUP INC/THE;B+;US;Industrials
RS US Equity;RELIANCE INC;BBB+;US;Materials
MATW US Equity;MATTHEWS INTL CORP-CLASS A;BB-;US;Consumer Discretionary
ICG LN Equity;ICG PLC;BBB+;GB;Financials
FR US Equity;FIRST INDUSTRIAL REALTY TR;BBB+;US;Real Estate
ANDINAA CI Equity;EMBOTELLADORA ANDINA-A PREF;BBB+;CL;Consumer Staples
BEN AU Equity;BENDIGO AND ADELAIDE BANK;A-;AU;Financials
BOQ AU Equity;BANK OF QUEENSLAND LTD;A-;AU;Financials
LT IN Equity;LARSEN & TOUBRO LTD;BBB+;IN;Industrials
SBIN IN Equity;STATE BANK OF INDIA;BBB-;IN;Financials
TAH AU Equity;TABCORP HOLDINGS LTD;BBB-;AU;Consumer Discretionary
MBK PW Equity;MBANK SA;BBB;PD;Financials
MIL PW Equity;BANK MILLENNIUM SA;BBB-;PD;Financials
ING PW Equity;ING BANK SLASKI SA;A+;PD;Financials
MEDC IJ Equity;MEDCO ENERGI INTERNASIONAL T;BB-;ID;Energy
CESP CP Equity;CESKA SPORITELNA A.S.;A;CZ;
ERA FP Equity;ERAMET;B;FR;Materials
HNR1 GR Equity;HANNOVER RUECK SE;A+;GE;Financials
DBG FP Equity;DERICHEBOURG;BB+;FR;Industrials
KOMB CP Equity;KOMERCNI BANKA AS;A;CZ;Financials
